,Year,Country,Age,Income,Java,JavaScript,CSS,PHP,Python,Ruby,SQL,C#,C++,C,Perl,other (please specify)
30,2011,United Kingdom,30-34,"$40,000 - $60,000",False,True,True,False,False,False,True,True,False,False,False,
31,2011,Germany,25-29,"$20,000 - $40,000",True,True,True,False,True,True,True,True,True,True,False,
32,2011,United States of America,30-34,"$80,000 - $100,000",True,False,False,True,True,False,False,False,True,True,False,
33,2011,Other Europe,25-29,"$40,000 - $60,000",False,True,True,False,False,False,True,True,False,False,False,
34,2011,Other Europe,30-34,"$80,000 - $100,000",True,True,False,False,True,False,False,False,False,False,False,
35,2011,Other Europe,20-24,,False,False,False,False,False,False,False,False,False,False,False,
36,2011,Germany,25-29,"$20,000 - $40,000",True,True,False,False,False,False,False,False,False,False,False,Objective-C 2.0
37,2011,Germany,25-29,"$20,000 - $40,000",False,True,True,False,False,False,False,False,False,False,False,
38,2011,Other Asia,20-24,"<$20,000",True,False,False,False,False,False,True,True,False,False,False,
39,2011,Russia,25-29,"<$20,000",False,True,False,False,False,False,True,True,False,False,False,
40,2011,South America,30-34,"$20,000 - $40,000",False,True,False,False,False,False,False,True,False,False,False,
41,2011,Middle East,20-24,,False,False,False,False,False,False,False,True,True,False,False,
42,2011,Other Europe,35-39,"$40,000 - $60,000",False,False,False,False,False,False,False,False,False,False,False,Objective-C
43,2011,Australia,35-39,"$60,000 - $80,000",True,True,True,True,False,False,True,False,False,False,True,
44,2011,United Kingdom,< 20,Student / Unemployed,False,False,True,False,True,False,False,False,False,False,False,
45,2011,Australia,20-24,"$60,000 - $80,000",True,True,True,False,False,False,True,True,False,False,False,
46,2011,Netherlands,30-34,,False,True,True,True,False,False,True,False,False,True,False,
47,2011,Africa,30-34,"$100,000 - $120,000",True,True,True,True,True,False,True,False,False,False,False,
48,2011,Other Europe,40-50,"$60,000 - $80,000",False,True,True,False,False,False,True,False,False,False,False,VBA
49,2011,Other Europe,25-29,"$40,000 - $60,000",False,True,False,False,False,False,True,True,False,False,False,
50,2011,Middle East,20-24,,False,False,False,False,False,False,True,True,False,False,False,"VB.NET, WPF, Silverlight, Entity-Framework"
51,2011,United States of America,40-50,"$100,000 - $120,000",True,False,False,False,False,False,False,False,False,True,False,
52,2011,India,30-34,"$40,000 - $60,000",True,True,True,True,False,False,True,False,False,False,False,
53,2011,United States of America,< 20,Student / Unemployed,False,True,True,True,False,True,False,True,True,True,False,
54,2011,United States of America,25-29,Student / Unemployed,False,False,False,False,True,False,False,False,False,False,False,
55,2011,United States of America,20-24,"$40,000 - $60,000",True,True,True,True,False,False,True,False,True,True,False,
56,2011,United States of America,25-29,"$80,000 - $100,000",False,True,False,False,False,False,True,True,False,True,False,
57,2011,United States of America,40-50,"$120,000 - $140,000",True,True,True,True,True,False,True,False,False,True,False,
58,2011,United Kingdom,35-39,"$80,000 - $100,000",False,False,False,False,True,False,False,False,True,True,False,
59,2011,United States of America,25-29,"$120,000 - $140,000",False,True,True,False,False,False,True,True,False,False,False,
60,2011,Other Europe,30-34,"$60,000 - $80,000",True,False,False,False,False,False,True,True,True,True,False,
61,2011,United States of America,35-39,"$80,000 - $100,000",True,False,False,False,False,False,False,False,False,True,True,Ada
62,2011,United States of America,25-29,"$60,000 - $80,000",False,True,False,False,False,False,True,True,False,False,False,
63,2011,United States of America,20-24,"$40,000 - $60,000",False,True,True,True,True,False,True,False,False,False,False,ASP Classic
64,2011,United States of America,25-29,"$40,000 - $60,000",False,False,True,True,False,False,True,False,False,False,True,
65,2011,Canada,35-39,"$80,000 - $100,000",False,True,False,False,False,False,True,True,False,False,False,
66,2011,France,30-34,,False,True,True,False,True,False,False,True,True,True,False,
67,2011,United States of America,35-39,"$80,000 - $100,000",False,True,True,True,False,False,True,False,False,True,True,
68,2011,Other Europe,25-29,"$20,000 - $40,000",False,False,False,False,True,False,False,False,True,True,False,
69,2011,United States of America,40-50,Student / Unemployed,True,True,True,True,False,False,True,False,False,False,False,
70,2011,Other Europe,20-24,"<$20,000",True,True,True,True,False,True,True,False,False,False,False,
71,2011,Canada,40-50,"$60,000 - $80,000",False,False,False,False,False,False,True,True,False,False,False,
72,2011,Australia,25-29,,False,False,False,False,False,False,False,False,False,False,False,
73,2011,United States of America,30-34,,False,True,True,True,False,False,True,False,False,False,False,actionscript
74,2011,United States of America,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,True,True,True,
75,2011,United States of America,51-60,"$100,000 - $120,000",True,False,False,False,False,False,True,False,False,True,False,
76,2011,United States of America,30-34,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,Mathematica
77,2011,Germany,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,False,True,False,Objective-C
78,2011,United States of America,30-34,,True,False,False,False,True,False,False,False,True,False,False,
79,2011,United States of America,20-24,"$20,000 - $40,000",False,False,False,False,True,False,True,False,True,False,False,vb.net
80,2011,United States of America,25-29,"$80,000 - $100,000",True,False,False,False,True,False,False,True,True,False,False,
81,2011,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,
82,2011,Germany,25-29,Student / Unemployed,True,True,True,True,True,False,True,False,False,True,False,
83,2011,Africa,25-29,"$40,000 - $60,000",True,True,True,True,True,False,True,True,True,True,False,
84,2011,Other Europe,25-29,"$20,000 - $40,000",False,True,True,False,False,False,True,False,False,False,False,CFML
85,2011,Netherlands,20-24,"$20,000 - $40,000",False,True,True,True,False,False,True,True,False,False,False,coldfusion
86,2011,France,25-29,,False,True,False,False,False,False,False,True,False,False,False,
87,2011,United States of America,40-50,,False,False,False,False,False,False,False,False,False,False,False,
88,2011,United States of America,20-24,"$40,000 - $60,000",True,False,False,False,False,False,True,True,True,True,False,
89,2011,United Kingdom,35-39,"$40,000 - $60,000",False,True,True,False,False,False,True,True,False,False,False,
90,2011,United Kingdom,25-29,"$60,000 - $80,000",True,True,True,True,True,False,True,False,False,False,False,
91,2011,Middle East,25-29,"$80,000 - $100,000",False,False,False,False,False,False,True,False,True,True,True,
92,2011,Other Europe,30-34,"$40,000 - $60,000",False,False,False,False,False,False,True,False,False,False,False,R; VBA
93,2011,Other Europe,25-29,,True,False,False,False,False,False,False,False,False,False,False,
94,2011,Other Europe,30-34,,False,False,False,False,False,False,True,False,False,False,False,Object Pascal
95,2011,Africa,20-24,"<$20,000",False,False,False,False,False,False,False,True,False,False,False,"VB.NET, VB6, VBA"
96,2011,United Kingdom,30-34,"$60,000 - $80,000",False,False,False,False,False,True,True,True,False,False,True,
97,2011,Africa,,,False,False,False,False,False,False,False,False,False,False,False,
98,2011,Other Europe,35-39,"$80,000 - $100,000",False,False,True,False,False,False,False,False,False,False,False,
99,2011,United Kingdom,20-24,Student / Unemployed,True,False,False,True,True,False,False,True,True,True,False,
100,2011,Germany,25-29,"$20,000 - $40,000",False,True,True,False,True,False,False,False,False,False,True,
101,2011,United Kingdom,30-34,"$40,000 - $60,000",False,False,False,False,False,False,False,True,False,True,False,
102,2011,Australia,20-24,"$40,000 - $60,000",True,False,True,True,False,False,False,False,False,False,False,
103,2011,Africa,25-29,"$20,000 - $40,000",False,False,False,False,False,False,True,True,False,False,False,
104,2011,Netherlands,20-24,Student / Unemployed,False,True,True,True,False,False,True,True,False,False,False,
105,2011,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,
106,2011,United States of America,25-29,"$100,000 - $120,000",True,False,False,True,True,False,True,False,True,True,True,
107,2011,United States of America,30-34,"$20,000 - $40,000",False,False,False,True,False,False,True,False,True,True,False,
108,2011,United States of America,35-39,">$140,000",False,True,True,False,False,False,True,True,False,False,False,VB.NET
109,2011,United States of America,25-29,,False,False,False,False,False,False,False,False,False,False,False,
110,2011,United States of America,25-29,"$20,000 - $40,000",False,False,True,True,False,False,True,False,False,False,False,
111,2011,United States of America,40-50,">$140,000",False,False,False,False,False,False,True,False,False,True,True,
112,2011,Russia,30-34,"<$20,000",False,False,False,False,True,False,False,False,True,True,True,Maple bash
113,2011,United States of America,35-39,">$140,000",False,True,False,True,False,False,True,False,False,True,True,
114,2011,United States of America,20-24,,True,False,False,False,True,False,False,False,True,True,False,
115,2011,Italy,20-24,Student / Unemployed,False,False,False,False,False,False,False,True,True,True,False,
116,2011,Canada,20-24,"$40,000 - $60,000",True,True,False,True,False,False,True,False,True,True,True,
117,2011,Other Asia,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,True,False,
118,2011,United States of America,30-34,"$40,000 - $60,000",True,True,True,True,False,False,True,True,False,False,False,
119,2011,United States of America,40-50,"$120,000 - $140,000",True,False,False,False,False,False,True,True,False,False,False,
120,2011,United States of America,30-34,"$40,000 - $60,000",False,True,True,False,False,False,True,True,False,False,False,
121,2011,United States of America,20-24,"$40,000 - $60,000",False,True,False,False,False,False,True,True,False,False,False,
122,2011,United States of America,20-24,"<$20,000",True,False,False,False,False,False,True,True,False,False,False,
123,2011,United Kingdom,,,False,False,False,False,False,False,False,False,False,False,False,
124,2011,United States of America,20-24,Student / Unemployed,True,False,False,False,True,False,False,False,False,False,False,
125,2011,Middle East,35-39,,False,False,False,False,False,False,False,False,True,True,False,
126,2011,Africa,30-34,"$40,000 - $60,000",False,False,False,False,True,False,False,False,False,False,False,
127,2011,Italy,35-39,"$40,000 - $60,000",True,True,False,False,True,False,False,False,True,True,True,
128,2011,Other Europe,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,True,True,False,
129,2011,Other Europe,35-39,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,False,False,Visual Dataflex
130,2011,United States of America,20-24,"<$20,000",True,True,True,True,False,False,True,False,False,False,False,
131,2011,South America,25-29,"$40,000 - $60,000",True,True,False,True,False,False,False,False,False,True,False,
132,2011,United Kingdom,25-29,"$60,000 - $80,000",True,True,True,True,False,False,True,True,True,False,False,
133,2011,United States of America,30-34,"$100,000 - $120,000",False,True,False,True,False,False,True,True,False,False,False,
134,2011,Other Europe,40-50,"<$20,000",False,False,False,False,False,False,False,False,True,False,False,
135,2011,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,
136,2011,United States of America,25-29,"$80,000 - $100,000",False,True,True,True,False,False,True,True,False,False,False,
137,2011,United States of America,< 20,Student / Unemployed,False,False,False,False,False,False,False,False,False,False,False,
138,2011,United States of America,40-50,"$60,000 - $80,000",False,True,True,True,False,False,True,False,False,False,True,
139,2011,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,
140,2011,United States of America,25-29,"$60,000 - $80,000",True,False,False,True,True,False,True,False,False,True,False,
141,2011,United Kingdom,< 20,Student / Unemployed,True,True,True,True,False,False,False,False,True,False,False,XSLT
142,2011,Other Europe,25-29,,False,False,False,False,False,False,False,False,False,False,False,
143,2011,United States of America,25-29,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,"If CSS is a language, surely so is HTML?"
144,2011,Canada,35-39,"$60,000 - $80,000",True,True,True,False,False,True,True,False,True,True,True,
145,2011,United States of America,,,False,False,False,False,False,False,False,False,False,False,False,
146,2011,United States of America,30-34,"$60,000 - $80,000",False,True,True,False,False,False,True,True,False,False,False,
147,2011,United States of America,30-34,"$100,000 - $120,000",True,True,True,True,False,False,True,True,True,True,False,
148,2011,Australasia,30-34,"$60,000 - $80,000",False,False,False,False,True,False,False,False,True,True,False,
149,2011,United Kingdom,35-39,"$40,000 - $60,000",False,True,False,False,False,False,False,False,True,True,True,
150,2011,United States of America,20-24,Student / Unemployed,True,True,True,True,True,False,False,False,True,True,False,
151,2011,North America (Other),35-39,"$20,000 - $40,000",True,True,True,False,False,False,True,True,False,False,False,
152,2011,United States of America,20-24,,False,False,True,True,False,False,True,False,True,False,False,jQuery
153,2011,United States of America,30-34,"$60,000 - $80,000",True,True,True,False,False,False,True,False,False,False,False,
154,2011,South America,20-24,,False,False,False,False,False,False,False,False,False,False,False,
155,2011,Germany,20-24,"<$20,000",False,True,True,True,True,True,True,True,True,True,False,ActionScript
156,2011,United Kingdom,30-34,"$40,000 - $60,000",False,True,True,True,False,False,False,False,False,False,False,
157,2011,Other Europe,25-29,"$80,000 - $100,000",True,True,False,False,False,True,False,True,False,False,False,
158,2011,United States of America,40-50,"$60,000 - $80,000",False,True,False,True,False,False,True,True,False,False,False,
159,2011,Canada,25-29,"$20,000 - $40,000",False,False,True,True,False,False,True,False,False,False,False,ASP
160,2011,Netherlands,25-29,Student / Unemployed,True,False,False,False,True,False,True,True,True,True,False,
161,2011,Africa,,,False,False,False,False,False,False,False,False,False,False,False,
162,2011,Germany,25-29,Student / Unemployed,True,False,False,True,True,False,False,False,False,False,False,
163,2011,Australia,20-24,Student / Unemployed,True,True,True,True,False,False,False,False,True,True,False,
164,2011,United States of America,40-50,">$140,000",True,True,True,True,False,False,True,True,False,False,False,
165,2011,Germany,30-34,"$60,000 - $80,000",False,False,False,False,False,True,True,True,False,False,False,
166,2011,United States of America,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,
167,2011,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,
168,2011,Other Europe,30-34,"$20,000 - $40,000",False,False,False,False,False,False,False,True,True,True,False,
169,2011,France,25-29,"$20,000 - $40,000",True,True,True,False,False,False,True,True,False,False,False,
170,2011,Other Europe,30-34,"$20,000 - $40,000",False,False,True,True,True,False,True,True,False,False,False,VB.NET
171,2011,France,25-29,"$40,000 - $60,000",True,True,False,False,False,False,False,False,False,False,False,
172,2011,Other Europe,40-50,"$80,000 - $100,000",True,False,False,True,False,False,True,True,False,False,False,Delphi
173,2011,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,False,False,False,False,False,False,False,
174,2011,India,20-24,Student / Unemployed,False,False,False,False,False,False,False,False,True,True,False,
175,2011,South America,20-24,"<$20,000",True,True,True,False,True,False,True,False,False,True,False,Scala and so on
176,2011,United States of America,25-29,"$60,000 - $80,000",True,False,False,True,False,False,True,False,True,True,False,
177,2011,South America,40-50,"$60,000 - $80,000",False,True,False,False,False,False,True,False,True,True,False,
178,2011,United States of America,35-39,"$100,000 - $120,000",True,False,False,False,False,False,True,True,False,False,False,
179,2011,United Kingdom,20-24,,False,False,False,False,False,False,False,False,False,False,False,
180,2011,United Kingdom,< 20,"$40,000 - $60,000",False,True,True,True,True,False,True,False,False,False,False,
181,2011,United Kingdom,25-29,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,
182,2011,United States of America,25-29,"$40,000 - $60,000",True,True,True,False,True,False,True,True,False,True,False,
183,2011,South America,25-29,"$100,000 - $120,000",False,True,False,False,True,False,True,False,False,True,False,
184,2011,United States of America,25-29,"$80,000 - $100,000",False,False,False,False,False,False,False,False,False,True,False,
185,2011,Other Europe,< 20,Student / Unemployed,False,False,True,False,False,False,False,False,True,True,False,Haskell
186,2011,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,
187,2011,United States of America,40-50,"$60,000 - $80,000",False,False,False,False,False,False,True,True,False,False,False,
188,2011,United States of America,20-24,,False,False,False,False,False,False,False,False,False,False,False,
189,2011,Netherlands,35-39,"$20,000 - $40,000",True,True,True,False,False,False,True,False,False,False,True,
190,2011,United States of America,< 20,,False,False,False,False,False,False,False,False,False,False,False,
191,2011,Canada,30-34,"$60,000 - $80,000",True,True,True,False,False,True,True,True,False,True,False,
192,2011,United States of America,40-50,"$60,000 - $80,000",False,False,True,False,False,False,True,True,False,False,False,VB.Net
193,2011,United States of America,30-34,"$100,000 - $120,000",False,True,True,True,False,False,True,False,False,True,True,
194,2011,United States of America,20-24,"$60,000 - $80,000",False,True,True,False,True,False,True,False,False,False,False,
195,2011,Germany,25-29,,True,False,True,True,False,True,True,False,True,True,False,
196,2011,France,30-34,"$40,000 - $60,000",True,False,False,False,False,False,True,False,False,False,False,
197,2011,United States of America,51-60,">$140,000",False,True,True,True,False,False,True,True,False,False,False,
198,2011,South America,25-29,"<$20,000",True,True,True,True,True,False,True,False,True,True,False,scheme
199,2011,United States of America,20-24,"$40,000 - $60,000",False,True,True,True,False,False,True,False,False,False,False,VB/VBScript
200,2011,Australia,35-39,"$80,000 - $100,000",True,True,True,True,True,True,True,False,True,True,True,
201,2011,Canada,25-29,"$60,000 - $80,000",True,False,False,False,True,False,False,False,False,False,False,Smalltalk
202,2011,United Kingdom,30-34,"$60,000 - $80,000",False,False,True,False,False,False,True,True,False,False,False,
203,2011,Netherlands,20-24,"<$20,000",False,True,True,True,False,True,True,True,False,False,False,
204,2011,Other Asia,25-29,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,False,False,
205,2011,Italy,20-24,Student / Unemployed,False,False,True,True,True,False,True,False,False,False,False,
206,2011,United Kingdom,25-29,"$40,000 - $60,000",True,True,True,False,False,False,True,True,False,False,False,
207,2011,France,25-29,"$20,000 - $40,000",False,False,False,False,False,False,False,False,True,True,False,Objective-C
208,2011,United States of America,25-29,"$60,000 - $80,000",False,True,False,False,False,False,True,True,False,False,False,
209,2011,United States of America,25-29,"$100,000 - $120,000",True,False,False,False,False,False,True,False,False,False,True,
210,2011,United States of America,30-34,"$40,000 - $60,000",False,False,False,False,False,False,True,True,True,True,False,
211,2011,South America,30-34,,False,False,False,False,False,False,True,True,False,False,False,"Objective-C, GeneXus"
212,2011,United States of America,35-39,"$60,000 - $80,000",False,False,False,False,False,False,False,False,False,True,False,Applescript
213,2011,United States of America,30-34,"$40,000 - $60,000",False,False,False,False,False,False,True,True,False,False,False,vb.net
214,2011,United Kingdom,25-29,"$40,000 - $60,000",False,False,False,False,False,False,True,True,False,False,False,
215,2011,United Kingdom,35-39,"$40,000 - $60,000",False,True,True,False,False,False,True,True,False,False,False,
216,2011,Other Europe,25-29,"<$20,000",False,True,True,True,False,False,True,False,True,True,False,
217,2011,Germany,30-34,"$20,000 - $40,000",False,True,True,True,False,True,True,False,False,False,False,
218,2011,Other Europe,25-29,"<$20,000",True,True,True,True,False,False,True,False,False,False,False,
219,2011,France,40-50,">$140,000",True,True,True,False,True,False,True,True,True,True,False,
220,2011,Other Europe,20-24,Student / Unemployed,True,False,True,False,True,False,False,False,True,False,False,Haskell
221,2011,United States of America,35-39,"$80,000 - $100,000",False,True,True,False,False,False,True,True,True,True,False,
222,2011,Other Europe,30-34,"$80,000 - $100,000",True,False,False,False,False,False,False,False,False,False,False,
223,2011,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,
224,2011,Other Europe,20-24,"$20,000 - $40,000",True,False,False,False,True,False,False,False,True,False,False,
225,2011,South America,25-29,"$20,000 - $40,000",True,True,True,False,False,False,True,False,True,True,True,
226,2011,Other Europe,25-29,"$60,000 - $80,000",False,True,True,True,False,False,True,False,False,False,True,
227,2011,Russia,25-29,"<$20,000",False,False,False,False,False,False,False,True,False,False,False,
228,2011,Canada,30-34,"$100,000 - $120,000",False,False,False,False,True,False,True,False,False,True,True,
229,2011,Other Europe,30-34,"$80,000 - $100,000",True,True,True,True,True,True,True,True,False,False,False,
230,2011,Other Europe,35-39,"$20,000 - $40,000",True,False,False,False,False,False,True,False,False,True,True,
231,2011,Netherlands,35-39,"$80,000 - $100,000",False,True,True,True,True,False,True,False,False,False,False,
232,2011,India,25-29,"<$20,000",False,True,True,False,False,False,True,True,True,True,False,"html, xml"
233,2011,United States of America,25-29,"$100,000 - $120,000",True,False,False,False,False,False,True,True,False,False,False,
234,2011,Other Europe,25-29,"$20,000 - $40,000",False,True,True,False,False,False,True,True,False,False,False,
235,2011,India,20-24,"$20,000 - $40,000",False,True,True,False,False,False,False,True,False,False,False,
236,2011,Netherlands,40-50,,True,True,False,False,False,False,True,True,False,False,False,
237,2011,Russia,30-34,"$20,000 - $40,000",False,False,False,False,False,False,False,True,False,False,False,
238,2011,Other Europe,30-34,"$20,000 - $40,000",True,False,False,False,False,False,False,False,True,True,False,
239,2011,Russia,25-29,"$20,000 - $40,000",False,True,True,True,False,False,True,False,False,False,True,
240,2011,Other Europe,25-29,"$20,000 - $40,000",True,False,False,False,False,True,False,False,False,False,False,objective c
241,2011,Mexico,30-34,"$100,000 - $120,000",True,True,True,True,True,True,True,True,False,True,False,bash
242,2011,Other Europe,25-29,"$20,000 - $40,000",False,True,True,False,False,False,True,True,False,False,False,
243,2011,Other Asia,25-29,"$40,000 - $60,000",True,False,False,True,True,False,False,False,False,False,False,
244,2011,Australia,30-34,"$120,000 - $140,000",True,True,True,True,False,False,True,True,True,True,True,
245,2011,Other Asia,25-29,,False,False,False,False,False,False,False,True,False,False,False,
246,2011,Other Europe,30-34,"<$20,000",False,True,True,True,True,True,True,False,False,False,False,
247,2011,Russia,25-29,"$20,000 - $40,000",False,True,True,False,False,False,False,True,False,False,False,
248,2011,Australia,40-50,"$80,000 - $100,000",False,True,True,True,False,False,True,False,False,True,True,
249,2011,Netherlands,35-39,"$20,000 - $40,000",True,True,True,False,False,False,True,True,False,False,False,
250,2011,India,20-24,"<$20,000",True,False,False,False,False,False,False,True,True,True,False,
251,2011,Australia,25-29,"$60,000 - $80,000",False,False,False,False,True,False,True,True,True,True,False,Lua
252,2011,Australia,,,False,False,False,False,False,False,False,False,False,False,False,
253,2011,Other Europe,40-50,">$140,000",False,True,True,False,False,False,True,True,True,True,False,
254,2011,United States of America,35-39,"<$20,000",True,True,True,False,True,False,False,False,True,True,False,
255,2011,United Kingdom,40-50,"$60,000 - $80,000",True,True,True,True,True,False,True,False,False,True,False,
256,2011,Australia,30-34,"$60,000 - $80,000",False,False,False,True,False,False,False,False,False,False,False,
257,2011,Germany,35-39,"$40,000 - $60,000",False,False,False,False,False,False,False,True,True,False,False,
258,2011,United States of America,20-24,Student / Unemployed,True,True,True,True,False,True,True,False,True,True,False,
259,2011,Africa,25-29,"<$20,000",True,False,False,False,False,False,True,False,False,False,False,
260,2011,Germany,20-24,"$60,000 - $80,000",True,True,True,False,False,False,False,False,True,True,False,"Lisp, Clojure"
261,2011,United States of America,20-24,,False,True,True,True,False,True,True,False,False,False,False,
262,2011,United States of America,30-34,"$100,000 - $120,000",True,True,False,True,True,False,True,True,False,True,True,Erlang
263,2011,Australia,25-29,"$20,000 - $40,000",True,False,False,False,True,False,False,False,True,True,False,
264,2011,Other Europe,,,False,False,False,False,False,False,False,False,False,False,False,
265,2011,United States of America,25-29,"$40,000 - $60,000",False,True,True,True,False,False,True,True,False,True,False,Objective-C
266,2011,Canada,40-50,,False,False,False,False,False,False,False,False,False,False,False,
267,2011,Canada,25-29,"$40,000 - $60,000",True,True,True,False,False,False,True,False,True,True,False,RPG
268,2011,India,51-60,"<$20,000",False,False,False,False,False,False,False,True,False,False,False,foxpro
269,2011,Canada,30-34,"$20,000 - $40,000",True,False,False,False,False,False,False,False,True,True,True,Objective-C
270,2011,Australia,30-34,"$80,000 - $100,000",False,False,False,True,False,True,True,True,True,False,False,Delphi
271,2011,United States of America,25-29,"$100,000 - $120,000",False,False,False,False,True,False,False,True,False,True,False,ActionScript
272,2011,United States of America,25-29,"$100,000 - $120,000",False,True,True,False,False,False,True,True,False,False,False,
273,2011,United States of America,35-39,,True,True,True,True,True,False,False,False,False,False,False,
274,2011,Other Europe,25-29,,False,True,True,True,False,False,True,True,False,False,False,"vb.net, bash scripting"
275,2011,United States of America,35-39,"$100,000 - $120,000",True,False,False,False,False,False,False,False,False,False,True,
276,2011,Russia,25-29,"$80,000 - $100,000",False,True,True,True,False,False,True,False,True,True,False,Lua
277,2011,Canada,35-39,"$60,000 - $80,000",False,True,True,False,False,False,True,True,False,False,False,
278,2011,United States of America,30-34,"$100,000 - $120,000",False,False,False,False,False,False,True,True,True,True,False,
279,2011,United States of America,20-24,"$40,000 - $60,000",True,False,False,False,False,False,False,False,False,False,False,Objective-C
280,2011,United States of America,35-39,"$40,000 - $60,000",False,False,False,False,False,False,False,True,False,False,False,
281,2011,Other Asia,30-34,"$20,000 - $40,000",True,True,True,True,False,False,True,True,False,False,True,
282,2011,Australia,30-34,Student / Unemployed,False,True,True,True,False,False,False,False,True,True,True,
283,2011,United States of America,30-34,"$40,000 - $60,000",True,False,True,False,False,False,True,False,False,False,False,
284,2011,United States of America,35-39,"$120,000 - $140,000",False,True,True,False,False,False,True,True,False,False,False,VB.NET
285,2011,Other Europe,30-34,"$40,000 - $60,000",False,False,False,False,False,False,True,True,False,False,False,Delphi
286,2011,United States of America,20-24,"$20,000 - $40,000",False,True,False,False,False,False,True,False,True,False,False,
287,2011,United States of America,20-24,"$20,000 - $40,000",True,True,True,True,False,False,True,False,False,True,False,
288,2011,United States of America,40-50,"$100,000 - $120,000",False,False,False,False,False,False,True,True,False,False,False,
289,2011,United Kingdom,35-39,"$100,000 - $120,000",False,True,True,True,False,False,True,True,False,False,True,
290,2011,United States of America,20-24,"<$20,000",False,True,True,True,False,False,False,False,False,False,False,Lua
291,2011,South America,30-34,"$60,000 - $80,000",True,True,True,False,True,False,True,False,False,True,True,
292,2011,Other Asia,35-39,"$20,000 - $40,000",True,False,False,False,False,False,False,True,False,False,False,
293,2011,Other Asia,30-34,"$20,000 - $40,000",False,False,False,False,True,False,False,True,True,False,False,
